Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,191,Mon Sep 01 11:39:21 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xj8D&sid=LRVPbIDM_8xpnpB3AAAG,200,OK,471,229,1,Medium,false,
Out of Scope,192,Mon Sep 01 11:39:22 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,193,Mon Sep 01 11:39:24 EDT 2025,GET,http://localhost:3000/,304,Not Modified,20,393,0,Medium,false,
Processed,194,Mon Sep 01 11:39:25 EDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,38,392,0,Medium,false,
Processed,195,Mon Sep 01 11:39:25 EDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,34,394,0,Medium,false,
Processed,196,Mon Sep 01 11:39:25 EDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,37,391,0,Medium,false,
Processed,197,Mon Sep 01 11:39:25 EDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,51,393,0,Medium,false,
Out of Scope,198,Mon Sep 01 11:39:25 EDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=128.7&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,199,Mon Sep 01 11:39:25 EDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,9,393,0,Medium,false,
Processed,200,Mon Sep 01 11:39:26 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,14,392,0,Medium,false,
Processed,201,Mon Sep 01 11:39:26 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xkQJ,200,OK,7,230,96,Low,false,
Processed,202,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,18,304,0,Medium,false,
Processed,203,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,23,306,0,Medium,false,
Processed,204,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,52,389,21730,Medium,false,JSON
Processed,205,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,58,389,21730,Medium,false,JSON
Processed,206,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,30,389,21730,Medium,false,JSON
Processed,207,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,95,384,20,Medium,false,JSON
Processed,208,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,135,393,0,Medium,false,
Processed,209,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,279,306,0,Medium,false,
Processed,210,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,309,306,0,Medium,false,
Processed,211,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,669,305,0,Medium,false,
Processed,212,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,343,306,0,Medium,false,
Processed,213,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,667,386,696,Medium,false,JSON
Processed,214,Mon Sep 01 11:39:27 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xkf2&sid=erNOC29etO4ItJpYAAAI,200,OK,4,213,2,Medium,false,
Processed,215,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xkfY&sid=erNOC29etO4ItJpYAAAI,200,OK,6,230,32,Medium,false,
Processed,216,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=erNOC29etO4ItJpYAAAI,101,Switching Protocols,1,129,0,Medium,false,
Processed,217,Mon Sep 01 11:39:27 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,27,306,0,Medium,false,
Processed,218,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,16,392,0,Medium,false,
Processed,219,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,220,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,19,392,0,Medium,false,
Processed,221,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,17,392,0,Medium,false,
Processed,222,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,23,392,0,Medium,false,
Processed,223,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,224,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,225,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,8,392,0,Medium,false,
Processed,226,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,6,393,0,Medium,false,
Processed,227,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,18,392,0,Medium,false,
Processed,228,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,12,392,0,Medium,false,
Processed,229,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,33,392,0,Medium,false,
Processed,230,Mon Sep 01 11:39:28 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xksy&sid=erNOC29etO4ItJpYAAAI,200,OK,271,229,1,Medium,false,
Processed,231,Mon Sep 01 11:39:29 EDT 2025,GET,http://localhost:3000/,200,OK,19,469,80117,Medium,false,"Script, Comment"
Out of Scope,232,Mon Sep 01 11:39:30 EDT 2025,GET,https://owasp.org/,403,Forbidden,0,130,40,,false,
Out of Scope,233,Mon Sep 01 11:39:30 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Processed,234,Mon Sep 01 11:39:30 EDT 2025,GET,http://localhost:3000/runtime.js,200,OK,19,479,3315,Medium,false,
Processed,235,Mon Sep 01 11:39:30 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,200,OK,177,889,4064,Medium,false,
Processed,236,Mon Sep 01 11:39:30 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/jquery/2.2.4/jquery.min.js,200,OK,199,915,85578,Medium,false,"Script, Comment"
Processed,237,Mon Sep 01 11:39:30 EDT 2025,GET,http://localhost:3000/vendor.js,200,OK,91,485,1622583,Medium,false,Comment
Processed,238,Mon Sep 01 11:39:30 EDT 2025,GET,http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,200,OK,179,916,20808,Medium,false,Comment
Processed,239,Mon Sep 01 11:39:30 EDT 2025,GET,http://localhost:3000/polyfills.js,200,OK,100,481,34840,Medium,false,
Processed,240,Mon Sep 01 11:39:30 EDT 2025,GET,http://localhost:3000/main.js,200,OK,44,483,457995,Medium,false,Upload
Out of Scope,241,Mon Sep 01 11:39:31 EDT 2025,GET,https://owasp.org/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,242,Mon Sep 01 11:39:31 EDT 2025,GET,http://localhost:3000/styles.css,200,OK,31,469,685248,Medium,false,Comment
Out of Scope,243,Mon Sep 01 11:39:31 EDT 2025,GET,https://owasp-juice.shop/,403,Forbidden,0,130,40,,false,
Processed,244,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xliK,200,OK,3,230,96,Low,false,
Out of Scope,245,Mon Sep 01 11:39:32 EDT 2025,GET,https://owasp-juice.shop/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,246,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,200,OK,9,475,32473,Medium,false,JSON
Processed,247,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,94,384,20,Medium,false,JSON
Processed,248,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,88,389,21730,Medium,false,JSON
Processed,249,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,112,384,20,Medium,false,JSON
Processed,250,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,123,389,21730,Medium,false,JSON
Processed,251,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,149,389,21730,Medium,false,JSON
Processed,252,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,162,389,21730,Medium,false,JSON
Processed,253,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,200,OK,213,431,75029,Medium,false,Comment
Processed,254,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/languages,200,OK,277,388,4719,Medium,false,JSON
Processed,255,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/MaterialIcons-Regular.woff2,200,OK,16,431,60840,Medium,false,Comment
Processed,256,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,200,OK,766,389,13644,Medium,false,JSON
Processed,257,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,1037,386,696,Medium,false,JSON
Processed,258,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xm2g&sid=CpA482J2sjRKHNLFAAAK,200,OK,29,230,32,Medium,false,
Processed,259,Mon Sep 01 11:39:33 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xm2f&sid=CpA482J2sjRKHNLFAAAK,200,OK,26,213,2,Medium,false,
Processed,260,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=CpA482J2sjRKHNLFAAAK,101,Switching Protocols,5,129,0,Medium,false,
Processed,261,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/assets/public/favicon_js.ico,200,OK,52,456,15086,Medium,false,
Processed,262,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,1073,386,696,Medium,false,JSON
Processed,263,Mon Sep 01 11:39:32 EDT 2025,GET,http://localhost:3000/api/Quantitys/,200,OK,883,388,6258,Medium,false,JSON
Processed,264,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,16,306,0,Medium,false,
Processed,265,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,200,OK,30,431,15291,Medium,false,
Processed,266,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,200,OK,11,431,29163,Medium,false,Comment
Processed,267,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,200,OK,26,431,19833,Medium,false,Comment
Processed,268,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,200,OK,24,431,17080,Medium,false,
Processed,269,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,200,OK,28,431,21524,Medium,false,
Processed,270,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,200,OK,31,431,19001,Medium,false,Comment
Processed,271,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,200,OK,35,432,93641,Medium,false,
Processed,272,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,200,OK,15,431,26934,Medium,false,
Processed,273,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,200,OK,25,431,15910,Medium,false,Comment
Processed,274,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,200,OK,34,431,17038,Medium,false,
Processed,275,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,200,OK,39,431,35878,Medium,false,Comment
Processed,276,Mon Sep 01 11:39:34 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,200,OK,8,431,15072,Medium,false,Comment
Processed,277,Mon Sep 01 11:39:33 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xm8A&sid=CpA482J2sjRKHNLFAAAK,200,OK,787,229,1,Medium,false,
Out of Scope,278,Mon Sep 01 11:39:34 EDT 2025,GET,https://owasp.org/,403,Forbidden,0,130,40,,false,
Out of Scope,279,Mon Sep 01 11:39:35 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=fingerprinting-protection-overrides&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,280,Mon Sep 01 11:39:35 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=query-stripping&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,281,Mon Sep 01 11:39:35 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?_expected=0,403,Forbidden,0,130,40,,false,
Out of Scope,282,Mon Sep 01 11:39:36 EDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Out of Scope,283,Mon Sep 01 11:39:36 EDT 2025,GET,https://www.youtube.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,284,Mon Sep 01 11:39:36 EDT 2025,GET,http://localhost:3000/,304,Not Modified,20,393,0,Medium,false,
Processed,285,Mon Sep 01 11:39:37 EDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,83,392,0,Medium,false,
Processed,286,Mon Sep 01 11:39:37 EDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,11,391,0,Medium,false,
Processed,287,Mon Sep 01 11:39:37 EDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,3,394,0,Medium,false,
Processed,288,Mon Sep 01 11:39:37 EDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,13,393,0,Medium,false,
Processed,289,Mon Sep 01 11:39:37 EDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,9,393,0,Medium,false,
Processed,290,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,4,392,0,Medium,false,
Processed,291,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xnEd,200,OK,2,230,96,Low,false,
Processed,292,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,200,OK,28,384,20,Medium,false,JSON
Processed,293,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,59,306,0,Medium,false,
Processed,294,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,80,304,0,Medium,false,
Processed,295,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,99,389,21730,Medium,false,JSON
Processed,296,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,142,393,0,Medium,false,
Processed,297,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,186,306,0,Medium,false,
Processed,298,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,208,389,21730,Medium,false,JSON
Processed,299,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,191,389,21730,Medium,false,JSON
Processed,300,Mon Sep 01 11:39:39 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xnTG&sid=b6IByUhDhE6x5VUdAAAM,200,OK,27,213,2,Medium,false,
Processed,301,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xnTJ&sid=b6IByUhDhE6x5VUdAAAM,200,OK,92,230,32,Medium,false,
Processed,302,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=b6IByUhDhE6x5VUdAAAM,101,Switching Protocols,7,129,0,Medium,false,
Processed,303,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,1025,305,0,Medium,false,
Processed,304,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,498,306,0,Medium,false,
Processed,305,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,615,306,0,Medium,false,
Processed,306,Mon Sep 01 11:39:38 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,1073,386,696,Medium,false,JSON
Processed,307,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,103,306,0,Medium,false,
Processed,308,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,309,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,14,392,0,Medium,false,
Processed,310,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,6,392,0,Medium,false,
Processed,311,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,6,392,0,Medium,false,
Out of Scope,312,Mon Sep 01 11:39:40 EDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Processed,313,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,44,392,0,Medium,false,
Processed,314,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,4,393,0,Medium,false,
Processed,315,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,6,392,0,Medium,false,
Processed,316,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,317,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,318,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,28,392,0,Medium,false,
Processed,319,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,4,392,0,Medium,false,
Out of Scope,320,Mon Sep 01 11:39:40 EDT 2025,POST,https://shavar.services.mozilla.com/downloads?client=navclient-auto-ffox&appver=128.7&pver=2.2,403,Forbidden,0,130,40,,false,
Processed,321,Mon Sep 01 11:39:40 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,17,392,0,Medium,false,
Processed,322,Mon Sep 01 11:39:39 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xneW&sid=b6IByUhDhE6x5VUdAAAM,200,OK,791,229,1,Medium,false,
Processed,323,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/,304,Not Modified,17,393,0,Medium,false,
Processed,324,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,21,394,0,Medium,false,
Processed,325,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,31,391,0,Medium,false,
Processed,326,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,57,393,0,Medium,false,
Processed,327,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,43,392,0,Medium,false,
Processed,328,Mon Sep 01 11:39:42 EDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,4,393,0,Medium,false,
Processed,329,Mon Sep 01 11:39:43 EDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,6,392,0,Medium,false,
Processed,330,Mon Sep 01 11:39:43 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xoXw,200,OK,8,230,96,Low,false,
Processed,331,Mon Sep 01 11:39:43 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,23,304,0,Medium,false,
Processed,332,Mon Sep 01 11:39:43 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,15,306,0,Medium,false,
Processed,333,Mon Sep 01 11:39:43 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,125,305,0,Medium,false,
Processed,334,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,144,306,0,Medium,false,
Processed,335,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,151,389,21730,Medium,false,JSON
Processed,336,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,21,393,0,Medium,false,
Processed,337,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,17,304,0,Medium,false,
Processed,338,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/tutorial.js,200,OK,195,481,36237,Medium,false,Script
Processed,339,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,70,389,21730,Medium,false,JSON
Processed,340,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,86,306,0,Medium,false,
Processed,341,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/assets/public/images/hackingInstructor.png,200,OK,20,427,824,Medium,false,
Processed,342,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,554,386,696,Medium,false,JSON
Processed,343,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,36,306,0,Medium,false,
Processed,344,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,95,306,0,Medium,false,
Processed,345,Mon Sep 01 11:39:44 EDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xolh&sid=6rHjj8h1Tts6-cajAAAO,200,OK,25,213,2,Medium,false,
Processed,346,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=6rHjj8h1Tts6-cajAAAO,101,Switching Protocols,20,129,0,Medium,false,
Processed,347,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xolo&sid=6rHjj8h1Tts6-cajAAAO,200,OK,5,230,32,Medium,false,
Processed,348,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,238,306,0,Medium,false,
Processed,349,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,10,306,0,Medium,false,
Processed,350,Mon Sep 01 11:39:44 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,351,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,352,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,24,392,0,Medium,false,
Processed,353,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,354,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,11,392,0,Medium,false,
Processed,355,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,50,392,0,Medium,false,
Processed,356,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,26,392,0,Medium,false,
Processed,357,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,22,392,0,Medium,false,
Processed,358,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,41,392,0,Medium,false,
Processed,359,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,20,392,0,Medium,false,
Processed,360,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,27,393,0,Medium,false,
Processed,361,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,362,Mon Sep 01 11:39:45 EDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=Pa5xowq&sid=6rHjj8h1Tts6-cajAAAO,200,OK,151,229,1,Medium,false,
Processed,363,Mon Sep 01 11:39:46 EDT 2025,GET,http://localhost:3000/,200,OK,68,469,80117,Medium,false,"Script, Comment"
Out of Scope,364,Mon Sep 01 11:39:46 EDT 2025,GET,https://firefox.settings.services.mozilla.com/v1/buckets/monitor/collections/changes/changeset?collection=partitioning-exempt-urls&bucket=main&_expected=0,403,Forbidden,0,130,40,,false,
